Operon,GeneName,Locus Name,GI,Strand,Pos. Left(pb),PosRight,Position
1261,insL,b2394,90111427,1,2512353,2513465,1
1262,yfeA,b2395,90111428,-1,2513665,2515854,1
1263,alaW,b2397,,-1,2516178,2516253,1
1263,alaX,b2396,,-1,2516063,2516138,2
1264,yfeC,b2398,90111429,1,2516489,2516833,1
1264,yfeD,b2399,226524736,1,2516835,2517227,2
1265,gltX,b2400,16130330,-1,2517279,2518694,1
1266,valU,b2401,,1,2518953,2519028,1
1266,valX,b2402,,1,2519073,2519148,2
1266,valY,b2403,,1,2519195,2519270,3
1266,lysV,b2404,,1,2519275,2519350,4
1267,xapR,b2405,16130331,-1,2519615,2520499,1
1268,xapA,b2407,16130333,-1,2522067,2522900,1
1268,xapB,b2406,16130332,-1,2520751,2522007,2
1269,yfeN,b2408,16130334,1,2523149,2523913,1
1270,yfeR,b2409,16130335,-1,2523952,2524878,1
1271,yfeH,b2410,16130336,1,2524968,2525966,1
1272,zipA,b2412,16130338,-1,2528269,2529255,1
1272,ligA,b2411,16130337,-1,2526183,2528198,2
1272,ypeB,b4546,94541121,-1,2525963,2526181,3
1273,cysZ,b2413,16130339,1,2529485,2530246,1
1274,cysK,b2414,16130340,1,2530431,2531402,1
1275,ptsH,b2415,16130341,1,2531786,2532043,1
1275,ptsI,b2416,16130342,1,2532088,2533815,2
1275,crr,b2417,16130343,1,2533856,2534365,3
1276,pdxK,b2418,16130344,-1,2534408,2535259,1
1277,yfeK,b2419,16130345,1,2535364,2535738,1
1277,yfeS,b2420,16130346,1,2535771,2536505,2
1278,cysP,b2425,16130350,-1,2540534,2541550,1
1278,cysU,b2424,16130349,-1,2539701,2540534,2
1278,cysW,b2423,90111430,-1,2538826,2539701,3
1278,cysA,b2422,16130348,-1,2537739,2538836,4
1278,cysM,b2421,16130347,-1,2536694,2537605,5
1279,ucpA,b2426,90111431,-1,2541854,2542645,1
1280,murR,b2427,16130352,-1,2542774,2543631,1
1281,murQ,b2428,16130353,1,2543795,2544691,1
1281,murP,b2429,16130354,1,2544695,2546119,2
1281,yfeW,b2430,90111432,1,2546124,2547428,3
1282,yfeX,b2431,90111433,-1,2547668,2548567,1
1283,ypeA,b2434,90111435,-1,2549735,2550160,1
1283,yfeZ,b2433,90111434,-1,2549299,2549748,2
1283,yfeY,b2432,16130357,-1,2548663,2549238,3
1284,amiA,b2435,16130360,1,2550374,2551243,1
1284,hemF,b2436,16130361,1,2551247,2552146,2
1285,eutB,b2441,90111437,-1,2555340,2556701,1
1285,eutC,b2440,16130365,-1,2554432,2555319,2
1285,eutL,b2439,16130364,-1,2553763,2554422,3
1285,eutK,b2438,90111436,-1,2553250,2553750,4
1285,eutR,b2437,16130362,-1,2552152,2553204,5
1286,intZ,b2442,145698295,1,2556880,2558088,1
1287,yffL,b2443,16130368,1,2558279,2558920,1
1288,yffM,b2444,16130369,1,2559390,2559635,1
1288,yffN,b2445,145698296,1,2559647,2560015,2
1289,yffO,b2446,16130371,1,2560133,2560549,1
1289,yffP,b2447,16130372,1,2560546,2561139,2
1290,yffQ,b2448,145698297,1,2561614,2561991,1
1290,yffR,b2449,16130374,1,2562002,2562394,2
1291,yffS,b2450,145698298,1,2562545,2563354,1
1292,eutH,b2452,16130377,-1,2564903,2566129,1
1292,eutA,b2451,16130376,-1,2563503,2564906,2
1293,eutS,b2462,90111440,-1,2573492,2573827,1
1293,eutP,b2461,16130386,-1,2573000,2573479,2
1293,eutQ,b2460,16130385,-1,2572324,2573025,3
1293,eutT,b2459,16130384,-1,2571524,2572327,4
1293,eutD,b2458,16130383,-1,2570511,2571527,5
1293,eutM,b2457,90111439,-1,2570179,2570472,6
1293,eutN,b2456,16130381,-1,2569785,2570072,7
1293,eutE,b2455,16130380,-1,2568370,2569773,8
1293,eutJ,b2454,16130379,-1,2567523,2568359,9
1293,eutG,b2453,90111438,-1,2566346,2567533,10
1294,maeB,b2463,16130388,-1,2574120,2576399,1
1295,talA,b2464,16130389,1,2576688,2577638,1
1295,tktB,b2465,16130390,1,2577658,2579661,2
1296,ypfG,b2466,16130391,-1,2579756,2580799,1
1297,nudK,b2467,16130392,-1,2580925,2581500,1
1298,aegA,b2468,16130393,-1,2581568,2583547,1
1299,narQ,b2469,16130394,1,2583753,2585453,1
1300,acrD,b2470,16130395,1,2585617,2588730,1
1301,yffB,b2471,16130396,1,2589269,2589625,1
1301,dapE,b2472,16130397,1,2589629,2590756,2
1301,ypfN,b4547,94541122,1,2590784,2590984,3
1302,ypfH,b2473,90111441,-1,2591094,2591792,1
1303,ypfJ,b2475,16130400,-1,2593896,2594759,1
1303,tmcA,b2474,16130399,-1,2591866,2593881,2
1304,purC,b2476,16130401,-1,2594927,2595640,1
1305,dapA,b2478,16130403,-1,2596904,2597782,1
1305,bamC,b2477,90111442,-1,2595853,2596887,2
1306,gcvR,b2479,90111443,1,2597928,2598500,1
1306,bcp,b2480,16130405,1,2598500,2598970,2
1307,hyfA,b2481,90111444,1,2599223,2599840,1
1307,hyfB,b2482,16130407,1,2599840,2601858,2
1307,hyfC,b2483,90111445,1,2601869,2602816,3
1307,hyfD,b2484,16130409,1,2602833,2604272,4
1307,hyfE,b2485,16130410,1,2604284,2604934,5
1307,hyfF,b2486,16130411,1,2604939,2606519,6
1307,hyfG,b2487,16130412,1,2606509,2608176,7
1307,hyfH,b2488,16130413,1,2608186,2608731,8
1307,hyfI,b2489,16130414,1,2608728,2609486,9
1308,hyfJ,b2490,90111446,1,2609479,2609892,1
1309,hyfR,b2491,90111447,1,2609922,2611934,1
1309,focB,b2492,16130417,1,2611956,2612804,2
1310,yfgO,b2493,16130418,-1,2612842,2613903,1
1311,yfgC,b2494,16130419,1,2614116,2615579,1
1311,yfgD,b2495,16130420,1,2615600,2615959,2
1312,hda,b2496,226524737,-1,2616097,2616798,1
1313,upp,b2498,90111448,-1,2618268,2618894,1
1313,uraA,b2497,16130422,-1,2616893,2618182,2
1314,purM,b2499,16130424,1,2619219,2620256,1
1314,purN,b2500,16130425,1,2620256,2620894,2
1315,ppk,b2501,16130426,1,2621066,2623132,1
1315,ppx,b2502,16130427,1,2623137,2624678,2
1316,yfgF,b2503,16130428,-1,2624717,2626960,1
1317,yfgG,b2504,16130429,1,2627312,2627503,1
1318,yfgH,b2505,16130430,1,2627814,2628332,1
1318,yfgI,b2506,16130431,1,2628348,2628887,2
1319,guaB,b2508,16130433,-1,2630626,2632092,1
1319,guaA,b2507,16130432,-1,2628980,2630557,2
1320,xseA,b2509,16130434,1,2632254,2633624,1
1321,yfgJ,b2510,90111449,-1,2633621,2633836,1
1322,rodZ,b2516,16130441,-1,2639853,2640866,1
1322,ispG,b2515,16130440,-1,2638708,2639826,2
1322,hisS,b2514,16130439,-1,2637323,2638597,3
1322,yfgM,b2513,16130438,-1,2636685,2637305,4
1322,bamB,b2512,16130437,-1,2635496,2636674,5
1322,der,b2511,90111450,-1,2633906,2635378,6
1323,rlmN,b2517,16130442,-1,2641151,2642305,1
1324,ndk,b2518,16130443,-1,2642455,2642886,1
1325,yfhM,b2520,16130445,-1,2645348,2650309,1
1325,pbpC,b2519,16130444,-1,2643035,2645347,2
1326,sseA,b2521,90111451,1,2650516,2651361,1
1327,sseB,b2522,90111452,-1,2652179,2652955,1
1328,pepB,b2523,90111453,-1,2653097,2654380,1
1329,iscR,b2531,16130456,-1,2659665,2660153,1
1329,iscS,b2530,49176235,-1,2658339,2659553,2
1329,iscU,b2529,16130454,-1,2657925,2658311,3
1329,iscA,b2528,16130453,-1,2657585,2657908,4
1329,hscB,b2527,16130452,-1,2656974,2657489,5
1329,hscA,b2526,16130451,-1,2655107,2656957,6
1329,fdx,b2525,16130450,-1,2654770,2655105,7
1329,iscX,b2524,16130449,-1,2654558,2654758,8
1330,trmJ,b2532,16130457,-1,2660605,2661345,1
1331,suhB,b2533,16130458,1,2661464,2662267,1
1332,yfhR,b2534,226524738,1,2662412,2663266,1
1333,csiE,b2535,90111454,1,2663457,2664737,1
1334,hcaR,b2537,16130462,-1,2666028,2666918,1
1334,hcaT,b2536,16130461,-1,2664729,2665868,2
1335,hcaE,b2538,16130463,1,2667054,2668415,1
1335,hcaF,b2539,16130464,1,2668412,2668930,2
1335,hcaC,b2540,16130465,1,2668930,2669250,3
1335,hcaB,b2541,16130466,1,2669247,2670059,4
1335,hcaD,b2542,16130467,1,2670069,2671271,5
1336,yphA,b2543,145698300,1,2671368,2671790,1
1337,yphF,b2548,16130473,-1,2676406,2677389,1
1337,yphE,b2547,16130472,-1,2674872,2676383,2
1337,yphD,b2546,16130471,-1,2673849,2674847,3
1337,yphC,b2545,90111455,-1,2672722,2673783,4
1337,yphB,b2544,16130469,-1,2671838,2672710,5
1338,yphG,b2549,162135907,-1,2677486,2680767,1
1339,yphH,b2550,90111457,1,2680885,2682078,1
1340,glyA,b2551,16130476,-1,2682276,2683529,1
1341,hmp,b2552,16130477,1,2683857,2685047,1
1342,yfhG,b2555,16130480,-1,2686815,2687528,1
1342,glrR,b2554,16130479,-1,2685491,2686825,2
1342,glnB,b2553,16130478,-1,2685092,2685430,3
1343,purL,b2557,49176239,-1,2689678,2693565,1
1344,mltF,b2558,171701683,1,2693823,2695379,1
1345,yfhB,b2560,90111459,-1,2695937,2696572,1
1345,tadA,b2559,145698301,-1,2695376,2695879,2
1346,yfhH,b2561,90111460,1,2696781,2697629,1
1346,yfhL,b2562,16130487,1,2697685,2697945,2
1347,lepA,b2569,16130494,-1,2703347,2705146,1
1347,lepB,b2568,16130493,-1,2702357,2703331,2
1347,rnc,b2567,16130492,-1,2701405,2702085,3
1347,era,b2566,16130491,-1,2700503,2701408,4
1347,recO,b2565,16130490,-1,2699763,2700491,5
1347,pdxJ,b2564,16130489,-1,2699020,2699751,6
1347,acpS,b2563,16130488,-1,2698640,2699020,7
1348,rpoE,b2573,16130498,-1,2707459,2708034,1
1348,rseA,b2572,16130497,-1,2706776,2707426,2
1348,rseB,b2571,16130496,-1,2705820,2706776,3
1348,rseC,b2570,16130495,-1,2705344,2705823,4
1349,nadB,b2574,16130499,1,2708442,2710064,1
1350,yfiC,b2575,90111461,-1,2710049,2710786,1
1351,srmB,b2576,16130501,1,2710918,2712252,1
1352,yfiE,b2577,90111462,-1,2712461,2713342,1
1353,eamB,b2578,16130503,1,2713445,2714032,1
1354,yfiD,b2579,16130504,-1,2714088,2714471,1
1355,ung,b2580,16130505,1,2714776,2715465,1
1356,yfiF,b2581,16130506,-1,2715513,2716550,1
1357,trxC,b2582,16130507,1,2716757,2717176,1
1358,yfiP,b2583,90111463,1,2717245,2717943,1
1358,yfiQ,b2584,16130509,1,2717975,2720635,2
1359,pssA,b2585,90111464,1,2720749,2722104,1
1359,yfiM,b2586,145698302,1,2722150,2722473,2
1360,kgtP,b2587,16130512,-1,2722470,2723768,1
1361,rrfG,b2588,,-1,2724091,2724210,1
1362,rrlG,b2589,,-1,2724303,2727206,1
1363,gltW,b2590,,-1,2727391,2727466,1
1364,rrsG,b2591,,-1,2727638,2729179,1
1365,rluD,b2594,16130515,-1,2733053,2734033,1
1365,yfiH,b2593,16130514,-1,2732325,2733056,2
1365,ryfD,b4609,,-1,2732175,2732317,3
1365,clpB,b2592,16130513,-1,2729622,2732195,4
1366,bamD,b2595,16130516,1,2734168,2734905,1
1367,raiA,b2597,16130518,1,2735176,2735517,1
1368,pheL,b2598,16130519,1,2735621,2735668,1
1369,pheA,b2599,16130520,1,2735767,2736927,1
1370,aroF,b2601,16130522,-1,2738102,2739172,1
1370,tyrA,b2600,16130521,-1,2736970,2738091,2
1371,yfiL,b2602,90111465,1,2739382,2739747,1
1372,yfiR,b2603,16130524,1,2739897,2740415,1
1372,yfiN,b2604,16130525,1,2740405,2741631,2
1372,yfiB,b2605,16130526,1,2741647,2742129,3
1373,rpsP,b2609,16130530,-1,2743959,2744207,1
1373,rimM,b2608,90111466,-1,2743392,2743940,2
1373,trmD,b2607,16130528,-1,2742594,2743361,3
1373,rplS,b2606,16130527,-1,2742205,2742552,4
1374,ffh,b2610,16130531,-1,2744456,2745817,1
1375,ypjD,b2611,145698303,1,2745984,2746775,1
1375,yfjD,b4461,145698304,1,2746796,2748082,2
1376,grpE,b2614,16130533,-1,2748137,2748730,1
1377,nadK,b2615,16130534,1,2748853,2749731,1
1377,recN,b2616,49176247,1,2749817,2751478,2
1378,bamE,b2617,90111468,1,2751627,2751968,1
1379,yfjG,b2619,16130538,-1,2752310,2752786,1
1379,yfjF,b2618,90111469,-1,2752030,2752320,2
1380,smpB,b2620,16130539,1,2752918,2753400,1
1381,ssrA,b2621,,1,2753615,2753977,1
1382,intA,b2622,16130540,1,2754181,2755422,1
1383,yfjH,b2623,16130541,-1,2755666,2756622,1
1384,alpA,b2624,16130542,1,2756666,2756878,1
1385,yfjI,b2625,16130543,1,2757007,2758416,1
1386,yfjJ,b2626,16130544,1,2758569,2759195,1
1387,yfjL,b2628,16130546,-1,2761559,2763175,1
1387,yfjK,b2627,16130545,-1,2759373,2761562,2
1388,yfjM,b2629,16130547,-1,2763535,2763798,1
1389,rnlA,b2630,16130548,1,2763940,2765013,1
1389,yfjO,b2631,90111470,1,2765006,2765377,2
1390,yfjP,b2632,49176249,1,2765732,2766595,1
1391,yfjQ,b2633,16130551,1,2766687,2767508,1
1392,yfjR,b2634,16130552,1,2767725,2768426,1
1392,ypjK,b2635,90111471,1,2768467,2768703,2
1392,yfjS,b2636,90111472,1,2768703,2769146,3
1392,yfjT,b2637,16130554,1,2769170,2769637,4
1393,yfjW,b2642,16130557,1,2771340,2773043,1
1394,yfjX,b2643,16130558,1,2773941,2774399,1
1395,yfjY,b2644,16130559,1,2774408,2774890,1
1395,ypjJ,b4548,94541123,1,2774899,2775099,2
1395,yfjZ,b2645,16130560,1,2775137,2775454,3
1395,ypjF,b2646,16130561,1,2775475,2775804,4
1396,ypjA,b2647,90111474,-1,2776168,2780748,1
1397,ileY,b2652,,-1,2783784,2783859,1
1398,csiD,b2659,90111476,1,2787007,2787984,1
1398,lhgO,b2660,90111477,1,2788004,2789272,2
1398,gabD,b2661,16130575,1,2789295,2790743,3
1398,gabT,b2662,16130576,1,2790757,2792037,4
1399,gabP,b2663,16130577,1,2792275,2793675,1
1399,csiR,b2664,90111478,1,2793696,2794358,2
1400,ygaU,b2665,16130579,-1,2794359,2794808,1
1401,yqaE,b2666,16130580,-1,2794892,2795050,1
1402,ygaV,b2667,16130581,1,2795233,2795532,1
1402,ygaP,b2668,16130582,1,2795542,2796066,2
1403,stpA,b2669,16130583,-1,2796113,2796517,1
1404,ygaW,b2670,16130584,1,2797186,2797635,1
1405,ygaC,b2671,16130585,-1,2797672,2798016,1
1406,ygaM,b2672,49176257,1,2798156,2798497,1
1407,nrdH,b2673,16130587,1,2798745,2798990,1
1407,nrdI,b2674,16130588,1,2798987,2799397,2
1407,nrdE,b2675,16130589,1,2799370,2801514,3
1407,nrdF,b2676,16130590,1,2801524,2802483,4
1408,proV,b2677,16130591,1,2802837,2804039,1
1408,proW,b2678,16130592,1,2804032,2805096,2
1408,proX,b2679,16130593,1,2805154,2806146,3
1409,ygaZ,b2682,16130594,1,2807639,2808376,1
1409,ygaH,b2683,16130595,1,2808366,2808701,2
1410,mprA,b2684,16130596,1,2808792,2809322,1
1410,emrA,b2685,16130597,1,2809449,2810621,2
1410,emrB,b2686,16130598,1,2810638,2812176,3
1411,luxS,b2687,16130599,-1,2812240,2812755,1
1412,yqaB,b2690,16130602,-1,2814959,2815525,1
1412,yqaA,b2689,16130601,-1,2814534,2814962,2
1412,gshA,b2688,16130600,-1,2812905,2814461,3
1413,argQ,b2691,,-1,2815806,2815882,1
1414,argY,b2693,,-1,2816220,2816296,1
1414,argZ,b2692,,-1,2816081,2816157,2
1415,serV,b2695,,-1,2816575,2816667,1
1415,argV,b2694,,-1,2816495,2816571,2
1416,csrA,b2696,16130603,-1,2816983,2817168,1
1417,alaS,b2697,16130604,-1,2817403,2820033,1
1418,ygaD,b2700,16130607,-1,2821871,2822368,1
1418,recA,b2699,16130606,-1,2820730,2821791,2
1418,recX,b2698,16130605,-1,2820161,2820661,3
1419,mltB,b2701,16130608,-1,2822513,2823598,1
1420,srlA,b2702,49176260,1,2823854,2824417,1
1420,srlE,b2703,49176261,1,2824414,2825373,2
1420,srlB,b2704,16130611,1,2825384,2825755,3
1420,srlD,b2705,16130612,1,2825759,2826538,4
1420,gutM,b2706,16130613,1,2826643,2827002,5
1420,srlR,b2707,16130614,1,2827069,2827842,6
1420,gutQ,b2708,90111480,1,2827835,2828800,7
1421,norR,b2709,90111481,-1,2828797,2830311,1
1422,norV,b2710,16130617,1,2830498,2831937,1
1422,norW,b2711,16130618,1,2831934,2833067,2
1423,hypF,b2712,16130619,-1,2833195,2835447,1
1424,hydN,b2713,16130620,-1,2835600,2836127,1
1425,ascG,b2714,16130621,-1,2836276,2837289,1
1426,ascF,b2715,49176263,1,2837546,2839003,1
1426,ascB,b2716,16130623,1,2839012,2840436,2
1427,hycB,b2724,16130631,-1,2847260,2847871,1
1427,hycC,b2723,16130630,-1,2845437,2847263,2
1427,hycD,b2722,16130629,-1,2844511,2845434,3
1427,hycE,b2721,16130628,-1,2842784,2844493,4
1427,hycF,b2720,16130627,-1,2842232,2842774,5
1427,hycG,b2719,16130626,-1,2841465,2842232,6
1427,hycH,b2718,16130625,-1,2841058,2841468,7
1427,hycI,b2717,16130624,-1,2840595,2841065,8
1428,hycA,b2725,16130632,-1,2847996,2848457,1
1429,hypA,b2726,16130633,1,2848669,2849019,1
1429,hypB,b2727,16130634,1,2849023,2849895,2
1429,hypC,b2728,16130635,1,2849886,2850158,3
1429,hypD,b2729,16130636,1,2850158,2851279,4
1429,hypE,b2730,226524740,1,2851276,2852286,5
1430,fhlA,b2731,16130638,1,2852360,2854438,1
1431,ygbA,b2732,16130639,-1,2854475,2854828,1
1432,mutS,b2733,16130640,1,2855115,2857676,1
1433,pphB,b2734,16130641,1,2857782,2858438,1
1434,ygbI,b2735,226524741,-1,2858489,2859256,1
1435,ygbJ,b2736,16130643,1,2859452,2860360,1
1435,ygbK,b2737,16130644,1,2860357,2861523,2
1435,ygbL,b2738,16130645,1,2861615,2862253,3
1435,ygbM,b2739,16130646,1,2862258,2863034,4
1435,ygbN,b2740,16130647,1,2863123,2864487,5
1436,ftsB,b2748,16130655,-1,2870531,2870842,1
1436,ispD,b2747,16130654,-1,2869802,2870512,2
1436,ispF,b2746,16130653,-1,2869323,2869802,3
1436,truD,b2745,16130652,-1,2868277,2869326,4
1436,surE,b2744,16130651,-1,2867535,2868296,5
1436,pcm,b2743,16130650,-1,2866915,2867541,6
1436,nlpD,b2742,16130649,-1,2865636,2866775,7
1436,rpoS,b2741,16130648,-1,2864581,2865573,8
1437,cysD,b2752,16130659,-1,2873443,2874351,1
1437,cysN,b2751,16130658,-1,2872014,2873441,2
1437,cysC,b2750,16130657,-1,2871409,2872014,3
1437,ygbE,b2749,16130656,-1,2871036,2871359,4
1438,iap,b2753,16130660,1,2874603,2875640,1
1439,casC,b2758,16130665,-1,2879073,2880164,1
1439,casD,b2757,90111483,-1,2878396,2879070,2
1439,casE,b2756,16130663,-1,2877810,2878409,3
1439,ygbT,b2755,16130662,-1,2876877,2877794,4
1439,ygbF,b2754,90111482,-1,2876591,2876875,5
1440,casA,b2760,16130667,-1,2880652,2882160,1
1440,casB,b2759,16130666,-1,2880177,2880659,2
1441,ygcB,b2761,16130668,-1,2882575,2885241,1
1442,cysJ,b2764,16130671,-1,2888121,2889920,1
1442,cysI,b2763,16130670,-1,2886409,2888121,2
1442,cysH,b2762,16130669,-1,2885600,2886334,3
1443,queD,b2765,16130672,1,2890236,2890601,1
1444,ygcN,b2766,90111484,1,2890679,2891950,1
1444,ygcO,b2767,90111485,1,2891941,2892201,2
1444,ygcP,b2768,16130675,1,2892218,2892793,3
1445,ygcW,b2774,90111489,-1,2897510,2898295,1
1445,ygcU,b4463,49176267,-1,2895986,2897440,2
1445,ygcS,b2771,90111488,-1,2894555,2895892,3
1445,ygcR,b2770,90111487,-1,2893798,2894577,4
1445,ygcQ,b2769,90111486,-1,2892941,2893801,5
1446,yqcE,b2775,16130682,1,2898614,2899891,1
1446,ygcE,b2776,16130683,1,2899918,2901396,2
1447,ygcF,b2777,16130684,-1,2902769,2903440,1
1448,pyrG,b2780,16130687,-1,2906051,2907688,1
1448,eno,b2779,16130686,-1,2904665,2905963,2
1449,mazE,b2783,16130690,-1,2909113,2909361,1
1449,mazF,b2782,16130689,-1,2908778,2909113,2
1449,mazG,b2781,16130688,-1,2907916,2908707,3
1450,rumA,b2785,16130692,-1,2911721,2913022,1
1450,relA,b2784,16130691,-1,2909439,2911673,2
1451,barA,b2786,16130693,1,2913079,2915835,1
1452,gudP,b2789,16130696,-1,2918770,2920122,1
1452,gudX,b2788,16130695,-1,2917428,2918768,2
1452,gudD,b2787,16130694,-1,2916067,2917407,3
1453,syd,b2793,16130700,-1,2922757,2923302,1
1454,queF,b2794,16130701,1,2923370,2924218,1
1455,ygdH,b2795,16130702,1,2924330,2925694,1
1456,sdaC,b2796,16130703,1,2926251,2927540,1
1456,sdaB,b2797,16130704,1,2927598,2928965,2
1457,ygdG,b2798,226524743,1,2929077,2929832,1
1458,fucA,b2800,16130707,-1,2931063,2931710,1
1458,fucO,b2799,16130706,-1,2929887,2931038,2
1459,fucP,b2801,16130708,1,2932257,2933573,1
1459,fucI,b2802,16130709,1,2933606,2935381,2
1459,fucK,b2803,16130710,1,2935460,2936908,3
1459,fucU,b2804,16130711,1,2936910,2937332,4
1459,fucR,b2805,16130712,1,2937390,2938121,5
1460,gcvA,b2808,16130715,-1,2939672,2940589,1
1460,ygdD,b2807,16130714,-1,2939258,2939653,2
1460,rlmM,b2806,16130713,-1,2938165,2939265,3
1461,ygdI,b2809,90111491,-1,2940940,2941167,1
1462,csdA,b2810,16130717,1,2941359,2942564,1
1462,csdE,b2811,16130718,1,2942564,2943007,2
1463,csdL,b2812,16130719,-1,2943058,2943864,1
1464,mltA,b2813,16130720,-1,2944103,2945200,1
1465,metZ,b2814,,1,2945409,2945485,1
1465,metW,b2815,,1,2945519,2945595,2
1465,metV,b2816,,1,2945629,2945705,3
1466,amiC,b2817,90111492,-1,2945779,2947032,1
1467,argA,b2818,16130722,1,2947264,2948595,1
1468,ptrA,b2821,16130725,-1,2954018,2956906,1
1468,recB,b2820,16130724,-1,2950483,2954025,2
1468,recD,b2819,16130723,-1,2948657,2950483,3
1469,ppdA,b2826,16130730,-1,2961729,2962199,1
1469,ppdB,b2825,16130729,-1,2961175,2961738,2
1469,ygdB,b2824,90111493,-1,2960771,2961178,3
1469,ppdC,b2823,16130727,-1,2960463,2960786,4
1469,recC,b2822,16130726,-1,2957082,2960450,5
1470,lgt,b2828,16130732,-1,2963184,2964059,1
1470,thyA,b2827,16130731,-1,2962383,2963177,2
1471,rppH,b2830,16130734,-1,2966469,2966999,1
1471,ptsP,b2829,16130733,-1,2964210,2966456,2
1472,mutH,b2831,16130735,1,2967684,2968373,1
1473,ygdQ,b2832,16130736,1,2968442,2969155,1
1474,ygdR,b2833,16130737,1,2969293,2969511,1
1475,tas,b2834,16130738,1,2969619,2970659,1
1476,aas,b2836,16130740,-1,2971877,2974036,1
1476,lplT,b2835,16130739,-1,2970691,2971884,2
1477,galR,b2837,16130741,1,2974621,2975652,1
1478,lysA,b2838,16130742,-1,2975659,2976921,1
1479,lysR,b2839,16130743,1,2977043,2977978,1
1480,ygeA,b2840,16130744,-1,2977965,2978657,1
1481,kduI,b2843,16130747,-1,2981310,2982146,1
1481,kduD,b2842,16130746,-1,2980519,2981280,2
1481,araE,b2841,16130745,-1,2978786,2980204,3
1482,yqeF,b2844,90111494,-1,2982433,2983614,1
1483,yqeG,b2845,16130749,1,2983869,2985098,1
1484,yqeH,b2846,90111495,1,2985558,2986190,1
1484,yqeI,b2847,16130751,1,2986524,2987333,2
1484,yqeJ,b2848,90111496,1,2987326,2987808,3
1485,yqeK,b2849,90111497,-1,2987957,2988382,1
1485,yqeL,b4683,226524744,-1,2987841,2987921,2
1486,ygeG,b2851,16130755,1,2989290,2989781,1
1487,ygeH,b2852,16130756,1,2990116,2991492,1
1488,ygeI,b2853,16130757,1,2991660,2991878,1
1489,insC,b2861,145698306,-1,2995257,2995622,1
1489,insD,b2860,16130763,-1,2994394,2995299,2
1490,glyU,b2864,,-1,2997006,2997079,1
1491,ygeR,b2865,90111503,-1,2997158,2997913,1
1492,xdhA,b2866,16130768,1,2998367,3000625,1
1492,xdhB,b2867,16130769,1,3000636,3001514,2
1492,xdhC,b2868,16130770,1,3001511,3001990,3
1493,ygeV,b2869,16130771,-1,3002030,3003808,1
1494,ygeW,b2870,49176276,1,3004284,3005474,1
1494,ygeX,b2871,16130773,1,3005532,3006728,2
1494,ygeY,b2872,16130774,1,3006786,3007997,3
1494,hyuA,b2873,90111504,1,3008050,3009435,4
1494,yqeA,b2874,16130776,1,3009483,3010415,5
1495,yqeC,b2876,90111505,-1,3012309,3013079,1
1495,yqeB,b2875,16130777,-1,3010636,3012261,2
1496,mocA,b2877,16130779,1,3013182,3013760,1
1497,ygfK,b2878,16130780,1,3014082,3017180,1
1497,ssnA,b2879,90111506,1,3017183,3018511,2
1497,ygfM,b2880,16130782,1,3018562,3019341,3
1497,xdhD,b2881,16130783,1,3019338,3022208,4
1498,xanQ,b2882,90111507,1,3022373,3023773,1
1498,guaD,b2883,16130785,1,3023788,3025107,2
1498,ygfQ,b4464,49176279,1,3025143,3026510,3
1499,ygfT,b2887,90111509,-1,3027034,3028953,1
1499,ygfS,b2886,90111508,-1,3026546,3027034,2
1500,ygfU,b2888,90111510,1,3029389,3030837,1
1500,yqfG,b4684,226524745,1,3030839,3030964,2
1501,idi,b2889,16130791,1,3031087,3031635,1
1502,prfB,b2891,16130793,-1,3033206,3034304,1
1502,lysS,b2890,16130792,-1,3031679,3033196,2
1503,xerD,b2894,16130796,-1,3036869,3037765,1
1503,dsbC,b2893,16130795,-1,3036134,3036844,2
1503,recJ,b2892,16130794,-1,3034395,3036128,3
1504,fldB,b2895,16130797,1,3037877,3038398,1
1505,ygfY,b2897,16130799,-1,3038826,3039092,1
1505,ygfX,b2896,16130798,-1,3038438,3038845,2
1506,ygfZ,b2898,16130800,1,3039335,3040315,1
1507,yqfA,b2899,16130801,-1,3040511,3041170,1
1508,yqfB,b2900,16130802,-1,3041334,3041645,1
1509,bglA,b2901,16130803,1,3041684,3043123,1
1510,ygfF,b2902,16130804,-1,3043180,3043923,1
1511,gcvT,b2905,16130807,-1,3047595,3048689,1
1511,gcvH,b2904,16130806,-1,3047182,3047571,2
1511,gcvP,b2903,16130805,-1,3044190,3047063,3
1512,ygfB,b2909,90111511,-1,3052888,3053466,1
1512,pepP,b2908,16130810,-1,3051537,3052862,2
1512,ubiH,b2907,16130809,-1,3050362,3051540,3
1512,visC,b2906,16130808,-1,3049137,3050339,4
1513,zapA,b2910,16130812,1,3053634,3053963,1
1513,ssrS,b2911,,1,3054005,3054187,2
1514,ygfA,b2912,49176282,1,3054263,3054811,1
1514,sibC,b4446,,1,3054871,3055010,2
1515,rpiA,b2914,16130815,-1,3056688,3057347,1
1515,serA,b2913,16130814,-1,3055200,3056432,2
1516,argP,b2916,16130817,1,3057775,3058668,1
1517,scpA,b2917,16130818,1,3058872,3061016,1
1517,argK,b2918,16130819,1,3061009,3062004,2
1517,scpB,b2919,90111512,1,3062015,3062800,3
1517,scpC,b2920,16130821,1,3062824,3064302,4
1518,ygfI,b2921,90111513,-1,3064299,3065195,1
1519,yggE,b2922,16130823,-1,3065362,3066102,1
1520,argO,b2923,16130824,-1,3066195,3066830,1
1521,mscS,b2924,16130825,-1,3066969,3067829,1
